,cardId,parameter,cardSubtitle,cardFilter4Tri,cardFilter4Display,cardFilter0Tri,cardFilter1Tri,cardFilter2Tri,cardFilter3Tri,cardFilter5Display,cardSection5Text,cardSection6Text,isNew,cardTitre,cardImage,copyright,cardSection1Text,cardSection2Text,cardInfo1,cardInfo2,cardSection4Text,cardFilter4DisplaySingular,cardFilter1Display,cardFilter2Display,cardFilter3Display,cardFilter5Tri,cardFilter6Display,cardFilter6Tri,cardSection1Title,cardSection3Title,cardSection3Text,cardSection4Title,cardSection5Title,cardSection6Title,cardSection7Title,cardSection7Text,cardTeaserImage
50,51,adrian-locher,"Fondateur DeinDeal, cofondateur Merantix, Berlin et Zurich",f-entrepreneurs,Entrepreneurs,,f-moins-40,f-alemanique,f-homme,Recherche,,https://de.linkedin.com/in/adrianlocher,not-new,Adrian Locher,img/2018/adrian_locher.jpg,DR,"«Enfant, j’aimais déjà assembler plein de choses. D’abord en bois, puis en éléments électroniques. Et finalement j’ai développé des logiciels», se rappelle Adrian Locher. Ce diplômé de l’Université de Saint-Gall fonde des entreprises depuis l’âge de 14 ans. C’est le site de bonnes affaires DeinDeal, ensuite vendu à Ringier, qui le lance. «Constater le succès a été très réjouissant. Mais j’avais l’envie de réaliser quelque chose qui eût une plus grande influence sur l’humanité.» C’est pourquoi en 2016 il a fondé Merantix, à l’aide de laquelle il construit des start-up fondées sur l’intelligence artificielle. «Nous sommes une équipe de 40 personnes, dans deux ans nous serons 100 à 200.»",,"Fondateur DeinDeal, cofondateur Merantix, Berlin et Zurich",36 ans,,entrepreneurs,,,,,,,,,,,,,,,img/2018/teaser/adrian_locher.jpg
51,52,ariel-ludi,"Fondateur de Hammer Team, Cham (ZG)",f-facilitateurs,Facilitateurs,,f-plus-40,f-alemanique,f-homme,Finance, https://www.letemps.ch/economie/zoug-vend-crypto-valley-aux-delegations-etrangeres,https://ch.linkedin.com/in/arielluedi,not-new,Ariel Lüdi,img/2018/ariel_ludi.jpg,Martin Vogel,"Dans les années 2000, Ariel Lüdi a fait du fournisseur de logiciels Hybris le leader mondial des solutions de commerce électronique, et ainsi jeté les bases de son patrimoine de plusieurs centaines de millions. En 2013, il a fondé l’équipe Accelerator Hammer. Ariel Lüdi a participé à 19 start-up suisses, dont des noms bien connus comme Beekeeper, Uepaaa et Balluun. Il se concentre actuellement sur MobileBridge, et ses sept millions de francs d’investissement: «Nous serons la première solution marketing utilisant la blockchain et ayant une devise cryptée», dit-il. Via MobileBridge, les entreprises peuvent proposer des programmes numériques de fidélisation; le consommateur peut alors transférer des points de fidélité entre les différents fournisseurs.",,"Fondateur de Hammer Team, Cham (ZG)",59 ans,«Comment Zoug vend sa Crypto Valley aux délégations étrangères» ,facilitateurs,,,,,,,,,,,,,,,img/2018/teaser/ariel_ludi.jpg
52,53,christophe-maire,"Fondateur et CEO d’Atlantic Labs, Berlin",f-entrepreneurs,Entrepreneurs,,f-plus-40,f-f-expat,f-homme,Finance,,https://www.linkedin.com/in/christophe-maire-9073196/,not-new,Christophe Maire,img/2018/christophe_maire.jpg,A. Chudowski/WirtschaftsWoche,"Berlin est l’endroit idéal pour Christophe Maire. C’est la métropole européenne qui voit naître le plus grand nombre de start-up, avec les idées d’affaires les plus audacieuses. C’est l’environnement qu’aime le Neuchâtelois. Avec son Atlantic Labs basé à Berlin, il investit depuis des années avec succès dans de jeunes entreprises. En ce moment, il s’occupe de 50 sociétés. Souvent, les jeunes entreprises ne profitent pas que de son argent, mais aussi de ses conseils. La rumeur s’est répandue. Christophe Maire, qui a étudié la gestion d’entreprise à l’Université de Saint-Gall, a été nommé meilleur seed investor d’Europe par le portail américain TechCrunch. Parmi ses engagements actuels, la société Peat aide les agriculteurs à diagnostiquer les maladies des plantes par téléphone mobile. Mais aussi des restaurants où les légumes sont empilés à la verticale et récoltés seulement au moment d’être préparés. Auparavant, Christophe Maire a notamment été impliqué chez StudiVZ, Dropbox et SoundCloud, et a remporté un succès particulier avec la construction de gate5. En 2005 avec ses partenaires, il a vendu l’entreprise de logiciels de navigation à Nokia, jetant ainsi les bases de sa carrière d’investisseur en capital-risque.",,"Fondateur et CEO d’Atlantic Labs, Berlin",52 ans,,entrepreneurs,,,,,,,,,,,,,,,img/2018/teaser/christophe_maire.jpg
53,54,david-marcus,"Vice-président Blockchain, Facebook, Menlo Park (Californie)",f-grandes-entreprises,Grandes entreprises,,f-plus-40,f-f-expat,f-homme,Services informatiques, https://www.letemps.ch/economie/suisse-david-marcus-quitte-direction-messenger,https://www.linkedin.com/in/dmarcus/fr,not-new,David Marcus,img/2018/david_marcus.jpg,David Paul Morris,"Dans sa nouvelle fonction aussi, David Marcus demeure un des Suisses les plus importants de la Silicon Valley. Depuis mai, il est responsable de toutes les activités blockchain chez Facebook après avoir dirigé des années durant le service de messages courts Messenger. Pour l’heure, il ne souffle mot de ce qu’il entend faire de la blockchain chez Facebook, ni d’ailleurs de la taille de l’équipe qu’il vient de constituer: on murmure qu’il s’agirait d’un système de paiement. En tout cas, il doit s’agir de quelque chose de considérable puisque David Marcus s’est récemment retiré du conseil d’administration de la start-up Coinbase, valorisée à 8 milliards de dollars. Cela dit, il était encore pleinement associé à la refonte de Messenger, qui sera mise en service à la fin de l’année. «Ce fut un de mes grands moments de ces douze derniers mois», assure-t-il.",,"Vice-président Blockchain, Facebook, Menlo Park (Californie)",45 ans,«Le Suisse David Marcus quitte la direction de Messenger» ,grandes entreprises,,,,,,,,,,,,,,,img/2018/teaser/david_marcus.jpg
54,55,marta-martinez-camara,"Cofondatrice et CEO de Girlscoding.org, Lausanne",f-bienfaiteurs,Bienfaiteurs,,f-moins-40,f-romand,f-femme,Recherche,,https://ch.linkedin.com/in/marta-martinez-camara-84284bb4,is-new,Marta Martinez-Camara,img/2018/marta_martinez_camara.jpg,DR,"Avec son projet Girlscoding, Marta Martinez-Camara essaie d’intéresser davantage de femmes à l’informatique. En faisant son doctorat à l’EPFL, elle a découvert que les femmes ne sont que 12% à étudier l’informatique. En Suisse, seuls 15% des spécialistes TIC sont des femmes. En septembre 2017, l’informaticienne fondait Girlscoding, une plateforme pour motiver les enfants, en particulier les filles, à s’ouvrir à l’informatique. Les exemples féminins manquent et les stéréotypes de genre prédominent, ce qui rend l’informatique moins populaire auprès des femmes, écrit Marta Martinez-Camara sur la page d’accueil de l’organisation. Les ateliers permettent aux filles de 9 à 16 ans de s’initier au monde informatique: comment fonctionne un ordinateur et que fait un programmeur? Marta Martinez-Camara et son équipe veulent atteindre le chiffre de 4000 filles d’ici à 2019, un million dans les cinq prochaines années. Parmi ses partenaires figurent Logitech et le Comptoir suisse. L’EPFL soutient également le projet.",,"Cofondatrice et CEO de Girlscoding.org, Lausanne",32 ans,,bienfaiteurs,,,,,,,,,,,,,,,img/2018/teaser/marta_martinez_camara.jpg
55,56,beat-schillig,"Fondateur d’IFJ, Saint-Gall",f-facilitateurs,Facilitateurs,,f-plus-40,f-alemanique,f-homme,Incubateurs,,https://www.linkedin.com/in/beat-schillig-venturelab,is-new,Beat Schillig,img/2018/beat_schillig.jpg,Lumix,"Lorsqu’une start-up est créée en Suisse, il y a de bonnes chances pour que Beat Schillig lui ait donné un coup de pouce: son Institut pour jeunes entreprises (IFJ) en crée chaque année quelque 2000. Au total, depuis 1989, il a accompagné plus de 110 000 fondatrices et fondateurs – gratuitement, notez-le bien. L’offre de l’IFJ, du cours d’introduction à la comptabilité aux instruments de business plan en passant par des séminaires techniques et le conseil personnalisé, est financée par des sponsors. «C’est un principe important, souligne Beat Schillig, que nous inculquons à nos start-up: sans contacts, pas de contrats.»
Avec Jordi Montserrat, Beat Schillig est en outre le moteur de Venturelab et Venture Kick, soit au quotidien, soit en tant que stratège. Les deux hommes ont également mis sur pied le classement annuel des 100 meilleures start-up suisses qui, désormais, n’est plus seulement publié en français et en allemand mais aussi en anglais et en chinois. Beat Schillig s’active également comme investisseur et administrateur de jeunes entreprises prometteuses, notamment chez InSphero, MaxWell Biosystems et, désormais, chez Winterthur Instruments. En 2012, le Saint-Gallois s’est vu décerner pour son action le titre de «Business Angel of the Year»",,"Fondateur d’IFJ, Saint-Gall",52 ans,,facilitateurs,,,,,,,,,,,,,,,img/2018/teaser/beat_schillig.jpg
56,57,lorenz-meier,"Fondateur PX4, Zurich",f-leaders,Leaders,,f-moins-40,f-alemanique,f-homme,Robotique,,https://ch.linkedin.com/in/meierlorenz,is-new,Lorenz Meier,img/2018/lorenz_meier.jpg,Oliver Bartenschlager,"Lorenz Meier a passé les dix dernières années à construire la plus grande communauté open source pour les pilotes automatiques. «Avec PX4, nous avons façonné l’industrie des drones à l’échelle internationale», déclare ce développeur de logiciels de 34 ans. Aujourd’hui via la plateforme, il met en relation les entreprises et utilisateurs avec la communauté des développeurs. Il y a dix ans, il n’y avait pas de drones, et la technologie aussi faisait défaut. Lorenz Meier a participé depuis les débuts. «Mon but a toujours été de rendre les drones autonomes de sorte que le pilote soit superflu pour le contrôle manuel.» C’est pour atteindre cet objectif qu’avec Kevin Sartori en 2017 il a fondé Auterion. Leurs projets sont ambitieux: «Avec Auterion, nous voulons soutenir le succès du projet open source PX4 pour qu’il continue à croître rapidement et durablement.» Lorenz Meier a obtenu son doctorat de l’EPFZ et reçu plusieurs prix pour son travail. Le MIT l’a désigné parmi les 35 meilleurs innovateurs de moins de 35 ans, et il a reçu l’ABB Industry Award.",,"Fondateur PX4, Zurich",34 ans,,leaders,,,,,,,,,,,,,,,img/2018/teaser/lorenz_meier.jpg
57,58,jordi-montserrat,"Directeur de Venturelab, Lausanne",f-facilitateurs,Facilitateurs,,f-plus-40,f-romand,f-homme,Finance, https://www.letemps.ch/economie/venture-kick-cree-pres-400-startup,https://www.linkedin.com/in/jordimontserrat/,not-new,Jordi Montserrat,img/2018/jordi_montserrat.jpg,Michael Kretz,"Il est en quelque sorte le vétéran de la scène locale de la start-up: Jordi Montserrat, fondateur de l’entreprise, coach, investisseur, responsable de programme pour les start-up de l’EPFL. Avec son partenaire Beat Schillig, Jordi Montserrat couvre un large éventail de services pour les start-up. Depuis 1989, Beat Schillig a accompagné 110 000 fondateurs d’entreprises via l’Institut für Jungunternehmer (IFJ), tandis que Jordi Montserrat faisait passer les meilleurs talents de la création d’entreprise au niveau supérieur via Venturelab. Les programmes de soutien additionnels Venturelab et Venture Leaders offrent des services de développement de marché, de financement et de réseautage.",,"Directeur de Venturelab, Lausanne",48 ans,«Venture Kick a créé près de 400 start-up» ,facilitateurs,,,,,,,,,,,,,,,img/2018/teaser/jordi_montserrat.jpg
58,59,monique-morrow,"Cofondatrice et présidente de The Humanized Internet, Zurich",f-bienfaiteurs,Bienfaiteurs,,f-plus-40,f-alemanique,f-femme,Blockchain?,,https://www.linkedin.com/in/moniquejeannemorrow/,is-new,Monique Morrow,img/2018/monique_morrow.jpg,DR,"Avec The Humanized Internet, Monique Morrow donne aux gens une identité, ou les aide à la conserver. En période de crise des réfugiés et de traite des êtres humains, son projet est particulièrement pertinent: l’organisation à but non lucratif veut utiliser des technologies comme la blockchain ou l’intelligence artificielle pour sécuriser l’identité de chaque être humain. Le tout dans un «coffre virtuel». «Chacun devrait pouvoir se déplacer librement et avoir toujours accès à son identité virtuelle», dit Monique Morrow. De plus, chacun pourrait décider avec qui partager ou non son identité. Le système serait si sûr qu’il ne pourrait pas être volé. Monique Morrow rencontre régulièrement des organisations et chercheurs pour faire connaître son organisation, améliorer le produit et développer des prototypes. Elle compte parmi ses clients des universités, des investisseurs en responsabilité sociale et des représentants du gouvernement. Un livre sur l’internet humanisé sera publié à la fin de l’année. «Mon travail consiste à changer le monde comme nous voulons qu’il soit», dit Monique Morrow.",,"Cofondatrice et présidente de The Humanized Internet, Zurich",61 ans,,bienfaiteurs,,,,,,,,,,,,,,,img/2018/teaser/monique_morrow.jpg
59,60,michael-nilles,"Chief Digital Officer (CDO) de Schindler, Ebikon (LU)",f-grandes-entreprises,Grandes entreprises,,f-plus-40,f-alemanique,f-homme,Services informatiques,,https://www.linkedin.com/in/michaelnilles/,is-new,Michael Nilles,img/2018/michael_nilles.jpg,DR,"Le nom de Michael Nilles est incontournable en Suisse pour les entreprises cherchant à bien gérer le virage numérique. Responsable de la numérisation des processus commerciaux de Schindler, l’informaticien de gestion a beaucoup de succès: le fabricant d’ascenseurs et d’escaliers mécaniques est considéré comme un pionnier de l’industrie 4.0. L’Allemand travaille chez Schindler depuis 2009, d’abord comme chef informaticien, avant de devenir membre de la direction en 2016. Depuis mars, il siège également au conseil d’administration.",,"Chief Digital Officer (CDO) de Schindler, Ebikon (LU)",45 ans,,grandes entreprises,,,,,,,,,,,,,,,img/2018/teaser/michael_nilles.jpg
60,61,david-nuscheler,"Vice-président Enterprise Technology Adobe, Salt Lake City, Utah",f-entrepreneurs,Entrepreneurs,,f-plus-40,f-f-expat,f-homme,Services informatiques,,https://www.linkedin.com/in/davidnuescheler/,is-new,David Nüscheler,img/2018/david_nuscheler.jpg,DR,"David Nüscheler est un rejeton de la folie des dotcoms de la fin des années 1990: lorsque, en 1998, avec ses trois associés, il fait enregistrer à Bâle le producteur de logiciels Day Interactive au Registre du commerce, il a tout juste 23 ans. Or les quatre camarades travaillaient déjà depuis quelques années sur leur système de gestion des contenus pour les sites web. A l’époque, la presse citait volontiers le CEO, Michael Moppert, mais, en coulisses, c’était David Nüscheler qui écrivait les codes des logiciels de Day Interactive. Quand l’entreprise fut vendue en 2010 à Adobe pour 255 millions de francs – après des années de succès mesuré et une quasi-faillite – David Nüscheler est passé chez les Américains et marque désormais leurs produits de son empreinte.
C’est dans ce rôle qu’on le voit régulièrement dans les conférences de développeurs. A l’instar de son produit, il est devenu lui-même un produit d’exportation qui fait volontiers de la pub pour son pays d’origine. Entre-temps, il a siégé au conseil d’administration des start-up suisses de logiciels Myriad et Terria et obtenu en 2008 le prix d’honneur du Best of Swiss Web Award.",,"Vice-président Enterprise Technology Adobe, Salt Lake City, Utah",43 ans,,entrepreneurs,,,,,,,,,,,,,,,img/2018/teaser/david_nuscheler.jpg
61,62,claudia-pletscher,"Responsable du développement et de l’innovation de La Poste Suisse, Berne",f-grandes-entreprises,Grandes entreprises,,f-plus-40,f-alemanique,f-femme,Négoce, https://www.letemps.ch/economie/claudia-pletscher-poste-ne-veut-spectatrice-numerisation,https://www.linkedin.com/in/claudia-pletscher-800a8a/,is-new,Claudia Pletscher,img/2018/claudia_pletscher.jpg,Fu-Photo,"Les drones de transport d’échantillons de laboratoire à Lugano, à Berne et à Zurich et les petits robots de distribution sur roues sont probablement les deux meilleures cartes de visite du département du développement de Claudia Pletscher à La Poste Suisse. Mais d’autres projets devraient encore davantage façonner notre vie numérique quotidienne future: l’internet des objets, par exemple, ou le dossier électronique du patient. Ou encore le vote électronique, pour lequel les cantons de Neuchâtel et de Fribourg ont appliqué la solution de La Poste Suisse; Bâle-Ville, Glaris et Thurgovie ont également opté pour cette solution. Politiquement, le débat est loin d’être clos et la résistance au vote électronique augmente, parce que des erreurs peuvent se produire également. Pour Claudia Pletscher, engagée à La Poste Suisse depuis 2014 et auparavant chez IBM, le risque fait partie du «business de l’innovation», selon sa déclaration récente dans le magazine du personnel. «Une culture de l’erreur positive signifie qu’on a droit à l’erreur pour en tirer des leçons et acquérir de nouvelles connaissances pour les prochaines étapes et projets.»",,"Responsable du développement et de l’innovation de La Poste Suisse, Berne",44 ans,«Claudia Pletscher: «La Poste ne veut pas être spectatrice de la numérisation»» ,grandes entreprises,,,,,,,,,,,,,,,img/2018/teaser/claudia_pletscher.jpg
62,63,georg-polzer,"Cofondateur et président de Teralytics, Zurich",f-entrepreneurs,Entrepreneurs,,f-moins-40,f-alemanique,f-homme,Recherche,,https://www.linkedin.com/in/georgpolzer/,not-new,Georg Polzer,img/2018/georg_polzer.jpg,DR,"Georg Polzer a reconnu très tôt les avantages du big data: en 2012, il fondait Teralytics avec Luciano Franceschina et Donald Kossmann. Cette start-up de 60 personnes évalue les données anonymes sur les mouvements de centaines de millions d’utilisateurs de téléphones portables en Europe, en Asie et aux Etats-Unis. Elle met ces informations à disposition de clients comme les entreprises de transport, les planificateurs et les constructeurs automobiles. Afin de pouvoir s’occuper du développement des produits, Georg Polzer s’est retiré de la direction opérationnelle en 2017.",,"Cofondateur et président de Teralytics, Zurich",30 ans,,entrepreneurs,,,,,,,,,,,,,,,img/2018/teaser/georg_polzer.jpg
63,64,tobias-reichmuth,"CEO et fondateur de SUSI Partners SA, Zurich",f-entrepreneurs,Entrepreneurs,,f-moins-40,f-alemanique,f-homme,Développement durable,,https://www.linkedin.com/in/tobiasreichmuth/,is-new,Tobias Reichmuth,img/2018/tobias_reichmuth.jpg,DR,"Tobias Reichmuth est spécialisé dans le financement des futures infrastructures énergétiques. En collaboration avec l’EPFZ et l’Office fédéral de l’énergie (OFEN), sa société de placement SUSI Partners a rédigé une étude sur le stockage de l’énergie et créé le premier fonds d’infrastructure du monde spécialisé dans ce domaine. Il a déjà reçu des engagements de capital pour 235 millions d’euros. Objectif: rendre disponible l’approvisionnement volatil en électricité issue des énergies renouvelables lorsqu’il est nécessaire, au moyen d’une capacité de stockage décentralisée.
«Les systèmes de stockage d’énergie sont la clé de la réussite de la transition énergétique», déclare Tobias Reichmuth. Docteur en économie, il a fondé sa société de placement spécialisée dans les investissements durables en 2009, six ans après avoir vendu sa première entreprise. En 2017, il a également lancé Crypto Finance SA, une start-up fintech facilitant l’accès des investisseurs aux placements en monnaie électronique. Elle offre aux clients institutionnels des investissements, le commerce et le stockage d’équipements cryptographiques.",,"CEO et fondateur de SUSI Partners SA, Zurich",39 ans,,entrepreneurs,,,,,,,,,,,,,,,img/2018/teaser/tobias_reichmuth.jpg
64,65,sylvie-reinhard,"VR Republik.ch, fondatrice de crstl.io, Zurich ",f-facilitateurs,Facilitateurs,,f-moins-40,f-alemanique,f-femme,Finance,,https://www.linkedin.com/in/sylviereinhard/,is-new,Sylvie Reinhard,img/2018/sylvie_reinhard.jpg,DR,"Certains sont théoriciens, d’autres sont praticiens. Sylvie Reinhard est les deux, et c’est rare. C’est à 25 ans qu’elle a fondé sa première société, la société de sécurité web Dreamlab, puis est devenue directrice générale de la société de conférence Lift en offrant un podium aux innovateurs à Genève, à Séoul et à Shanghai.</p><p> <a class=""readMore"" href=""#more"">Plus…</a>","Après avoir écouté environ 1000 conférences intelligentes, elle a aidé Migros à ancrer des projets novateurs dans le programme de promotion du groupe. Elle a ensuite apporté son expérience pratique comme consultante à la Haute école d’art et de design (HEAD) de Genève et à la Haus der elektronischen Künste de Bâle. Nouvelle fondation en 2016: Crstl, une entreprise qui détecte et accompagne les start-up sociales et créatives.

Comme membre du conseil d’administration de la start-up médiatique Republik.ch (elle a l’abonnement numéro 11), la Bernoise est de retour en mode pratique: une branche en plein bouleversement, à la recherche urgente de nouvelles recettes de succès, et des fondateurs courageux qui veulent profiter de son expérience en tant que coach de start-up. Sylvie Reinhard sait par expérience que ce ne sera pas une sinécure. Dans l’impressum de Republik, elle est qualifiée de responsable des «questions impitoyables».","VR Republik.ch, fondatrice de crstl.io, Zurich ",37 ans,,facilitateurs,,,,,,,,,,,,,,,img/2018/teaser/sylvie_reinhard.jpg
65,66,max-rheiner,"Fondateur et Head Master Interaction Design, Somniacs SA, Zurich",f-créatifs,Créatifs,,f-plus-40,f-alemanique,f-homme,Recherche,,,is-new,Max Rheiner,img/2018/max_rheiner.jpg,DR,"Pouvoir voler comme un oiseau? C’est possible grâce à Max Rheiner. En collaboration avec les étudiants de la Haute école des arts de Zurich (ZHdK), le directeur du master en conception interactive a développé Birdly en 2013. En utilisant la réalité virtuelle et la dernière technologie de simulateur, tout le monde peut expérimenter le vol avec tout son corps, et se sentir libre comme un oiseau. L’accueil du prototype a été si bon que l’originaire de la vallée du Rhin a fondé la société Somniacs en 2015. Puis tout est allé très vite: Birdly a été lancé sur le marché international début 2016, et les Etats-Unis ont été rapidement conquis. C’est désormais l’Asie qui est dans le viseur. Le simulateur de vol high-tech est désormais disponible dans le monde entier, dans les hôtels, les musées ou les centres commerciaux. Max Rheiner a commencé par un apprentissage de technicien en électronique, puis a étudié à la ZHdK dans le domaine des nouveaux médias. En plus de son travail de conférencier et de bricoleur, l’homme de 46 ans travaille comme artiste indépendant. Là aussi, il s’intéresse aux installations interactives et à la perception numérique.",,"Fondateur et Head Master Interaction Design, Somniacs SA, Zurich",46 ans,,créatifs,,,,,,,,,,,,,,,img/2018/teaser/max_rheiner.jpg
66,67,gregoire-ribordy,"Fondateur, CEO et vice-président d’ID Quantique, Genève",f-leaders,Leaders,,f-plus-40,f-romand,f-homme,Services informatiques, https://www.letemps.ch/economie/genevois-id-quantique-passe-controle-coreen-65-millions,https://www.linkedin.com/in/grégoire-ribordy-25485810/,is-new,Gregoire Ribordy,img/2018/gregoire_ribordy.jpg,DR,"La genevoise ID Quantique est l’une des trois premières entreprises mondiales en cryptographie quantique. L’entreprise construit des dispositifs, appelés systèmes de cryptographie quantique, qui cryptent les données de manière sûre. Si sûre, que même les ordinateurs quantiques ne peuvent pas les déchiffrer. Créée en 2001, l’entreprise a généré plus de dix millions de francs en 2017. En plus de son siège genevois, elle dispose d’un bureau aux Etats-Unis. Une joint-venture a aussi été créée dans la ville chinoise de Hangzhou. A l’heure de la sécurité des données et de la cybersécurité, ID Quantique est plus sollicitée que jamais.
Début 2018, l’entreprise sud-coréenne SK Telecom a investi 65 millions de dollars. «L’investissement est une étape importante pour l’ensemble de l’industrie quantique», déclare le fondateur et CEO Gregoire Ribordy. Il a étudié les sciences économiques, juridiques et sociales à l’Université de Saint-Gall, avant de faire son doctorat en philosophie et physique à l’Université de Genève. C’est à cette époque qu’il a fondé ID Quantique.",,"Fondateur, CEO et vice-président d’ID Quantique, Genève",47 ans,«Le genevois ID Quantique passe sous contrôle coréen pour 65 millions» ,leaders,,,,,,,,,,,,,,,img/2018/teaser/gregoire_ribordy.jpg
67,68,eva-richterich,"CEO de Ricolab, Zurich",f-grandes-entreprises,Grandes entreprises,,f-plus-40,f-alemanique,f-femme,Développement durable,,https://www.linkedin.com/in/eva-richterich-5b008845/,is-new,Eva Richterich,img/2018/eva_richterich.jpg,Sandra Blaser,"Il arrive que des entreprises établies doivent longuement réfléchir à un nom si elles veulent mettre en place un laboratoire de pensées en dehors des structures existantes. Pour l’emblématique fabricant suisse de bonbons Ricola, c’était plus facile: il suffisait d’ajouter un «b» au nom de la marque, et le Ricolab était né.
Le laboratoire du futur est dirigé par Eva Richterich. A l’ouest de Zurich, loin du siège de l’entreprise à Laufen (BL), la cousine du chef de Ricola Felix Richterich et vice-présidente de Ricola doit développer avec une petite équipe interdisciplinaire des prototypes pour de nouveaux produits. La maison mère souhaite qu’ils unissent «la nature et la technologie». Il s’agit donc d’un vaste domaine pour Eva Richterich, qui, avec son équipe, veille à ce que le roi du bonbon aux herbes ne manque pas d’idées pour le prochain millénaire. C’est aussi l’idée du slogan de Ricolab «Herbes & Technologie». Il est encore un peu tôt pour donner des informations concrètes sur ce qui sortira de cet incubateur d’entreprises. Créée en 2016, l’entreprise est encore en phase d’expérimentation et d’apprentissage.",,"CEO de Ricolab, Zurich",45 ans,,grandes entreprises,,,,,,,,,,,,,,,img/2018/teaser/eva_richterich.jpg
68,69,neil-rimer,"Cofondateur d’Index Ventures, Genève, Londres et San Francisco",f-facilitateurs,Facilitateurs,,f-plus-40,f-romand,f-homme,Finance, https://www.letemps.ch/economie/y-linnovation-suisse-dentrepreneurs-prets-conquerir-monde,https://www.linkedin.com/in/neilrimer/,not-new,Neil Rimer,img/2018/neil_rimer.jpg,Corbis via Getty Images,"Au début des années 1980, Neil Rimer étudiait la médecine à l’Université Stanford. Trente-cinq ans plus tard, sa société genevoise est l’une des 100 sociétés de capital-risque les plus prospères au monde selon le magazine économique Forbes. Neil Rimer est entré très tôt dans des entreprises comme Skype, Dropbox et Facebook. Index Ventures, qu’il a fondée en 1996 avec son frère David et Giuseppe Zocco, est aujourd’hui l’un des plus grands investisseurs européens en capital-risque. 7,25 milliards de dollars ont été levés depuis sa création et son portefeuille totalise 22 milliards de dollars – 160 sociétés dans 24 pays.",,"Cofondateur d’Index Ventures, Genève, Londres et San Francisco",54 ans,"«Il y a de l’innovation en Suisse, mais peu d’entrepreneurs prêts à conquérir le monde» ",facilitateurs,,,,,,,,,,,,,,,img/2018/teaser/neil_rimer.jpg
69,70,pipilotti-rist,"Artiste, Zurich",f-créatifs,Créatifs,,f-plus-40,f-alemanique,f-homme,Art, https://www.letemps.ch/culture/pipilotti-rist-triomphe-sydney,https://www.linkedin.com/in/pipilotti-rist-b6757788/,not-new,Pipilotti Rist,img/2018/pipilotti_rist.jpg,DR,"Le succès a été immédiat l’hiver dernier lorsque Pipilotti Rist a transformé le Musée d’art contemporain de Sydney en un royaume magique. La rétrospective des œuvres de Pipilotti Rist a apporté au musée son plus grand succès. L’artiste de 56 ans de la vallée du Rhin saint-galloise est considérée comme l’une des artistes vidéo et conceptuelles les plus importantes actuellement, l’informatique ayant toujours joué pour elle un rôle majeur. Dans ses œuvres, elle attire l’attention sur les conventions et les tabous avec légèreté et ironie. L’image du corps humain, en particulier celle de la femme, est une préoccupation centrale. Quand on lui demande ce qui la motive, elle répond: «Le miracle que nous vivons.»",,"Artiste, Zurich",56 ans,«Pipilotti Rist triomphe à Sydney» ,créatifs,,,,,,,,,,,,,,,img/2018/teaser/pipilotti_rist.jpg
70,71,anita-roth,"Cheffe de la division Policy Data Science chez Airbnb, San Francisco",f-grandes-entreprises,Grandes entreprises,,f-moins-40,f-f-expat,f-femme,Services informatiques, https://www.letemps.ch/economie/hotes-dairbnb-hebergent-propre-maison,https://www.linkedin.com/in/anita-roth-3864878/,is-new,Anita Roth,img/2018/anita_roth.jpg,DR,"Depuis la création d’Airbnb, 300 millions de réservations ont été réalisées dans des ménages privés de milliers de villes et endroits du monde. Mais quelle influence ont ces réservations en ligne sur les villes et le marché du logement? Afin d’analyser l’«effet Airbnb» souvent évoqué, l’entreprise a recruté une Suissesse: à 37 ans, Anita Roth est responsable de la recherche pour l’entreprise à San Francisco.
«C’est formidable d’explorer des questions encore ouvertes», dit Anita Roth. Elle est convaincue qu’Airbnb change la façon dont les gens perçoivent les lieux.
Analyser de l’intérieur le plus grand perturbateur du tourisme mondial et enregistrer les conséquences urbanistiques, c’est un travail de rêve pour l’urbaniste de formation. Elle a été interviewée par une douzaine d’employés et le processus a pris des mois. Anita Roth, qui dans les années 1980 a déménagé avec ses parents de Saint-Gall aux Etats-Unis, analyse et évalue une perturbation mondiale.",,"Cheffe de la division Policy Data Science chez Airbnb, San Francisco",37 ans,«La plupart des hôtes d’AirBnb hébergent dans leur propre maison» ,grandes entreprises,,,,,,,,,,,,,,,img/2018/teaser/anita_roth.jpg
