,cardId,Name,cardSubtitle,cardFilter4Tri,cardFilter4Display,Image,Unnamed: 6,Crédit image,New,Age,cardFilter0Tri,cardFilter1Tri,cardFilter2Tri,cardFilter3Tri,cardFilter5Display,cardSection5Text,Recherche Google,cardSection6Text,URL,Image_URL,File exists
40,41,Caroline Hirt,"Fondatrice et directrice du Museum of Digital Art, Zurich",f-creatives,Creatives,img/2018/caroline_hirt.jpg,,DR?,,40 ans,,f-plus-40,f-alemanique,f-femme,Développement durable,«L’art digital entre au musée» | https://www.letemps.ch/culture/lart-digital-entre-musee,https://www.google.ch/search?q=site%3Awww.letemps.ch+“Caroline+Hirt”,https://ch.linkedin.com/in/caroline-hirt-00465814a/en,https://labs.letemps.ch/interactive/2018/_digital-shapers/?portrait=caroline-hirt,caroline_hirt.jpg,yes
41,42,Klaus Hommels,"Fondateur Lakestar, Zurich",f-investors,Investors,img/2018/klaus_hommels.jpg,,DR?,,51 ans,,f-plus-40,f-alemanique,f-homme,Finance,,https://www.google.ch/search?q=site%3Awww.letemps.ch+“Klaus+Hommels”,,https://labs.letemps.ch/interactive/2018/_digital-shapers/?portrait=klaus-hommels,klaus_hommels.jpg,yes
42,43,Urs Hölzle,"Ingénieur SVP, Google, Mountain View (Etats-Unis)",f-expats,Expats,img/2018/urs_hozle.jpg,,© Jos Schmid,,55 ans,,f-plus-40,f-expat,f-homme,Services informatiques,«Urs Hölzle: «La Suisse est un pays crucial pour Google»» | https://www.letemps.ch/economie/urs-holzle-suisse-un-pays-crucial-google,https://www.google.ch/search?q=site%3Awww.letemps.ch+“Urs+Hölzle”,https://www.linkedin.com/in/urs-hölzle-b3168365,https://labs.letemps.ch/interactive/2018/_digital-shapers/?portrait=urs-holzle,urs_hozle.jpg,yes
43,44,Frederic Jacobs,"Security Engineer, Apple, Cupertino (Californie)",f-tech-leaders,Tech Leaders,img/2018/frederic_jacobs.jpg,,© David Wagnières,New,27 ans,,f-moins-40,f-expat,f-homme,Services informatiques,"«Frédéric Jacobs, les libertés digitales à tout prix» | https://www.letemps.ch/societe/frederic-jacobs-libertes-digitales-prix",https://www.google.ch/search?q=site%3Awww.letemps.ch+“Frederic+Jacobs”,https://www.linkedin.com/in/fredericjacobs,https://labs.letemps.ch/interactive/2018/_digital-shapers/?portrait=frederic-jacobs,frederic_jacobs.jpg,yes
44,45,Gilles Jobin,"Chorégraphe de la Cie Gilles Jobin, Genève",f-creatives,Creatives,img/2018/gilles_jobin.jpg,,© Keystone ,New,54 ans,,f-plus-40,f-romand,f-homme,Art,«L’odyssée pour géants de Gilles Jobin» | https://www.letemps.ch/culture/lodyssee-geants-gilles-jobin,https://www.google.ch/search?q=site%3Awww.letemps.ch+“Gilles+Jobin”,https://fr.linkedin.com/company/cie-gilles-jobin,https://labs.letemps.ch/interactive/2018/_digital-shapers/?portrait=gilles-jobin,gilles_jobin.jpg,yes
45,46,Frédéric Kaplan,"Professeur d’humanités digitales, EPFL Lausanne",f-researchers,Researchers,img/2018/frederic_kaplan.jpg,,© Eddy Mottaz,New,44 ans,,f-plus-40,f-romand,f-homme,Recherche,«Frédéric Kaplan: «Genève a une chronologie particulière»» | https://www.letemps.ch/suisse/frederic-kaplan-geneve-une-chronologie-particuliere,https://www.google.ch/search?q=site%3Awww.letemps.ch+“Frédéric+Kaplan”,https://ch.linkedin.com/in/frederickaplan,https://labs.letemps.ch/interactive/2018/_digital-shapers/?portrait=frederic-kaplan,frederic_kaplan.jpg,yes
46,47,Pascal Kaufmann,"Cofondateur et CEO de Starmind International, Küsnacht (ZH)",f-tech-leaders,Tech Leaders,img/2018/pascal_kaufmann.jpg,,© Daniel Kellenberger ,New,40 ans,,f-plus-40,f-alemanique,f-homme,Recherche,,https://www.google.ch/search?q=site%3Awww.letemps.ch+“Pascal+Kaufmann”,https://ch.linkedin.com/in/pascal-kaufmann-b2890246,https://labs.letemps.ch/interactive/2018/_digital-shapers/?portrait=pascal-kaufmann,pascal_kaufmann.jpg,yes
47,48,André Kudelski,"Chef et copropriétaire du groupe Kudelski, Cheseaux (VD) et Phoenix (Arizona)",f-corporates,Corporates,img/2018/andre_kudelski.jpg,,© François Wavre|Lundi 13,,57 ans,,f-plus-40,f-romand,f-homme,Services informatiques,«André Kudelski: «Nous sommes en train de souffrir»» | https://www.letemps.ch/economie/andre-kudelski-sommes-train-souffrir,https://www.google.ch/search?q=site%3Awww.letemps.ch+“André+Kudelski”,https://ch.linkedin.com/in/andre-kudelski-17570,https://labs.letemps.ch/interactive/2018/_digital-shapers/?portrait=andre-kudelski,andre_kudelski.jpg,yes
48,49,Cédric Köhler,"Managing Partner Creathor, Zurich et Bad Homburg (D)",f-investors,Investors,img/2018/missing.jpg,,DR?,,39 ans,,f-moins-40,f-alemanique,f-homme,Finance,,https://www.google.ch/search?q=site%3Awww.letemps.ch+“Cédric+Köhler”,https://www.linkedin.com/in/cedrickoehler/,https://labs.letemps.ch/interactive/2018/_digital-shapers/?portrait=cedric-kohler,missing.jpg,no
49,50,Sophie Lamparter,"Cofondatrice de Dart 17, San Francisco",f-creatives,Creatives,img/2018/sophie_lamparter.jpg,,DR?,New,41 ans,,f-plus-40,f-expat,f-femme,Recherche,,https://www.google.ch/search?q=site%3Awww.letemps.ch+“Sophie+Lamparter”,https://www.linkedin.com/in/sophielamparter,https://labs.letemps.ch/interactive/2018/_digital-shapers/?portrait=sophie-lamparter,sophie_lamparter.jpg,yes
